project,pull_number,pull_type,id,text,classification,indicator
spark,31977,comment,808681080,"Hm, got it. I'm running `HistoryServerSuite` now.",non_debt,-
incubator-mxnet,17882,review,411752033,"Again, could you please explain why there are only 3 cases regarding the number of axes?",non_debt,-
kafka,5397,comment,406524827,"@ijuma Yes, just updating the log for now and leaving the JIRA open.",non_debt,-
spark,5537,description,0,"It's better to let the NodeManager get down rather than take a port retry when `spark.shuffle.service.port` has been conflicted during starting the Spark Yarn Shuffle Server, because the retry mechanism will make the inconsistency of shuffle port and also make client fail to find the port.",non_debt,-
beam,9807,description,0,"R: @kennknowles 
------------------------
Thank you for your contribution! Follow this checklist to help us incorporate your contribution quickly and easily:
Post-Commit Tests Status (on master branch)
------------------------------------------------------------------------------------------------
Lang | SDK | Apex | Dataflow | Flink | Gearpump | Samza | Spark
--- | --- | --- | --- | --- | --- | --- | ---
Go | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Go/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Go/lastCompletedBuild/) | --- | --- | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Go_VR_Flink/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Go_VR_Flink/lastCompletedBuild/) | --- | --- | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Go_VR_Spark/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Go_VR_Spark/lastCompletedBuild/)
Java | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Apex/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Apex/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_PVR_Flink_Batch/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_PVR_Flink_Batch/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_PVR_Flink_Streaming/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_PVR_Flink_Streaming/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Gearpump/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Gearpump/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Samza/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Samza/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Spark/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Spark/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Java_PVR_Spark_Batch/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Java_PVR_Spark_Batch/lastCompletedBuild/)
Python | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Python2/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Python2/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Python35/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Python35/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Python36/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Python36/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Python37/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Python37/lastCompletedBuild/) | --- | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Py_VR_Dataflow/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Py_VR_Dataflow/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Py_ValCont/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Py_ValCont/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PreCommit_Python2_PVR_Flink_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_Python2_PVR_Flink_Cron/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PostCommit_Python35_VR_Flink/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Python35_VR_Flink/lastCompletedBuild/) | --- | --- | [![Build Status](https://builds.apache.org/job/beam_PostCommit_Python_VR_Spark/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_Python_VR_Spark/lastCompletedBuild/)
XLang | --- | --- | --- | [![Build Status](https://builds.apache.org/job/beam_PostCommit_XVR_Flink/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PostCommit_XVR_Flink/lastCompletedBuild/) | --- | --- | ---
Pre-Commit Tests Status (on master branch)
------------------------------------------------------------------------------------------------
--- |Java | Python | Go | Website
--- | --- | --- | --- | ---
Non-portable | [![Build Status](https://builds.apache.org/job/beam_PreCommit_Java_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_Java_Cron/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PreCommit_Python_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_Python_Cron/lastCompletedBuild/)<br>[![Build Status](https://builds.apache.org/job/beam_PreCommit_PythonLint_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_PythonLint_Cron/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PreCommit_Go_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_Go_Cron/lastCompletedBuild/) | [![Build Status](https://builds.apache.org/job/beam_PreCommit_Website_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_Website_Cron/lastCompletedBuild/) 
Portable | --- | [![Build Status](https://builds.apache.org/job/beam_PreCommit_Portable_Python_Cron/lastCompletedBuild/badge/icon)](https://builds.apache.org/job/beam_PreCommit_Portable_Python_Cron/lastCompletedBuild/) | --- | ---
See [.test-infra/jenkins/README](https://github.com/apache/beam/blob/master/.test-infra/jenkins/README.md) for trigger phrase, status and link of all Jenkins jobs.",non_debt,-
beam,4990,review,178641522,The [int from the future.builtins](http://python-future.org/compatible_idioms.html#long-integers) is a subclass of python 2's long.,non_debt,-
spark,20303,review,249798529,"I can answer that myself, the countdown stuff is useful to figure out if the computation has completed. Please add some doc here.",documentation_debt,outdated_documentation
dubbo,5018,description,0,"Upgrade fastjson version to 1.2.60 (https://github.com/alibaba/fastjson/releases/tag/1.2.60)  for security issue 
pom.xml
ci pass",non_debt,-
hudi,673,review,291836975,Lets also revert this change as AbstractCommandConfig will be in hoodie-utilities,non_debt,-
storm,190,comment,51485317,"Looks good tests pass, I'll merge this in. +1",non_debt,-
beam,13591,review,564053596,Done.,non_debt,-
spark,12836,comment,216750713,"Ok - if the behavior we get from `dapply(repartition(df, cols))` is the same as `groupByKey().flatMap` then I'm fine with going with the simpler implementation. 
But I think we should have a high level `gapply(df, cols, function(group))` API in SparkR that is clearly specified. The internal implementation we should go with whatever is simpler.",code_debt,complex_code
incubator-dolphinscheduler,2143,summary,0,Add mail server configuration description information,non_debt,-
carbondata,1076,description,0,This PR is try to implement range interval partition and now work on process.,non_debt,-
spark,23257,comment,445491601,@cloud-fan What do you think of the PR?,non_debt,-
trafficserver,6730,comment,622372182,@ema please run `tools/clang-format.sh` on your branch. Also TS API changes should be discussed on the dev mailing list IIRC.,non_debt,-
tajo,470,comment,94593765,Rebased.,non_debt,-
spark,25823,review,330702021,"This is a single class name, variable name should reflect that.",code_debt,low_quality_code
spark,8780,comment,145693030,@travishegner looks like it is best to just do it in the oracle dialect.,non_debt,-
accumulo,242,comment,303775064,"@milleruntime The only standby behavior we want to retain is that of the log receiver. The active monitor registers itself as the log receiver in ZK, but the standbys shouldn't. Everything else should be the same.",non_debt,-
cloudstack,3965,description,0,"When expunge a Running vm, vm will be stopped with forcestop=false which does not make sense. we should honor vm.destroy.forcestop in global setting, or always set forcestop=true.",non_debt,-
flink,14734,review,569501903,nit: one step further would be to store `CheckpointBrief` in `PendingCheckpoint` instead of collections. But that's probably out of scope of this PR,code_debt,low_quality_code
spark,610,review,12292824,"As per our offline discussion, let's just change this to `unused/class/path` or something.",code_debt,low_quality_code
attic-apex-core,272,description,0,@tweise please merge and also cherry pick to release-3.2 and release-3.3,non_debt,-
beam,9073,comment,512241257,Run JavaPortabilityApi PreCommit,non_debt,-
drill,1397,review,210773341,space,non_debt,-
beam,13635,comment,753642255,@iemejia The CI is green now. What do you think of the Deque encoder?,non_debt,-
ambari,161,comment,359318955,"@venkatasairamlanka  Please help review/merge this to trunk and branch-2.6.
Ref: https://reviews.apache.org/r/64894/",non_debt,-
iceberg,1185,review,475330648,"Actually, the default value of `maxCommittedCheckpointId` can be null instead of `INITIAL_CHECKPOINT_ID`.",non_debt,-
hive,550,review,343202348,yeah...this seems to be one place where this tablename git confusing ... :+1:,code_debt,low_quality_code
trafficserver,1912,comment,301616781,"@vmamidi Yeah, please merge master to your branch, and git push this again (with --force) to your PR branch.",non_debt,-
carbondata,4015,review,533409073,done,non_debt,-
samza,103,review,110061958,I prefer addressing non SEP-1 related suggestions in a separate PR. This is an awfully large change and should not be bloated with other important changes.,design_debt,non-optimal_design
nifi-minifi-cpp,789,review,432613916,Why is this `NOLINT` here?,non_debt,-
airflow,6306,review,334277188,What is the difference between this variable and the above?,non_debt,-
spark,4200,comment,72024745,"PR updated. Several findings: 
1. LocalLAPACK and LocalARPACK shares similar upper bound, ""requested array exceeds vm limit""   when n = 17000. For 15000, it will take more than 5 hours but doable.
2. k is actually ignored in LocalLAPACK mode. It always computes full svd.
3. computeGramianMatrix also has upper limit somewhere < 17000. Actually that's why 1 fails at 17000. I'll look into it. Yet I need more time to locate the root cause for that.
4. Under DistARPACK mode, for 17K \* 17K full svd, I got a lot of future times out and job failed. I'm trying k = 10 with 17K \* 17K (1 hour now), and seems all worker CPUs are always idle.
My intention is to expand the range of matrix computing for Spark... 
I'll probably try to optimize the DistARPACK mode.",non_debt,-
beam,11307,comment,608785737,Run Python PreCommit,non_debt,-
trafficcontrol,2636,review,208027022,My editor doesn't seem to agree with git about spaces.  should be fixed now.,non_debt,-
beam,3711,comment,329306987,"Can you please file a JIRA, and change the title of this PR per the policy?",non_debt,-
geode,1353,review,164254842,How can GemFireCacheImpl.getInstance depend on InternalDIstributedSystem.getAnyInstance if when you connect a DistributedSystem it does not call addSystem(newSystem)? If ALLOW_MULTIPLE_SYSTEMS is true then you just call InternalDistributedSystem.newInstance(config). Doesn't this prevent it from getting registered in existingSystems that getAnyInstance uses?,non_debt,-
spark,24177,comment,475557785,"@HyukjinKwon Thanks!
Actually I had filed, but forgot to tag the JIRA ID and the category.",non_debt,-
trafficserver,4889,comment,459386130,"I don’t understand why we can’t run the autest in a for loop with time on the CI to figure out what performance issues exist. Without data, any optimizations are purely conjecture.",non_debt,-
spark,18565,review,126306207,I will refine.,non_debt,-
superset,9435,summary,0,"[dashboards] New, tittle and slug OR filter",non_debt,-
cassandra,711,review,472502571,"nit: better to do `node1.nodetoolResult(""disableautocompaction"", ""netstats_test"").asserts().success();` rather than exec into the instance.",code_debt,low_quality_code
incubator-pinot,5853,review,476001577,Recommend inline these 2 methods for readability (as the existing code). Current way is not as readable,code_debt,low_quality_code
flink,13304,review,482747567,`E.col('a')` -> `t.a`,non_debt,-
trafficserver,326,description,0,I fix one spelling mistake,documentation_debt,low_quality_documentation
karaf,1111,comment,621176047,retest this please,non_debt,-
shardingsphere,9676,description,0,Ref #8966 .,non_debt,-
beam,11656,comment,628149790,Run Python PreCommit,non_debt,-
beam,6532,comment,431204721,Run Python Flink ValidatesRunner,non_debt,-
trafficcontrol,3524,comment,490512780,"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/trafficcontrol-PR/3637/
Test PASSed.",non_debt,-
spark,14712,comment,242887201,@cloud-fan I think the [comment](https://github.com/apache/spark/pull/14712#discussion_r75540560) by @gatorsmile can answer your question.,non_debt,-
nifi,4495,review,482571304,"Again, this could be expanded to allow direct population of the public key, and many public keys are not provided in `.pub` files -- perhaps the default extension filter could be `*.pub` but allow for a regex like `*.pub|*.pem`, etc.",non_debt,-
ignite,5782,summary,0,Ignite 2.7.1 p2,non_debt,-
cassandra,53,summary,0,Create Readme_mohit,non_debt,-
tvm,4548,comment,575960459,sounds good to me.,non_debt,-
airflow,7085,description,0,"Most of the executors run local task jobs by running `airflow tasks run ...`. This is achieved by passing  `['airflow', 'tasks', 'run', ...]` object to subprocess.check_call. 
This is very limiting when creating new executors that do not necessarily want to start a new process when starting a local task job, e.g. fork a process instead of create.
We could achieve a similar effect if we process back the argument list, but this is an ugly and hack solution, so I did refactor the code and now the executor passes the LocalTaskJobDeferredRun object that contains all the detailed information. A particular executor could create a command if it needs it.
This will facilitate the development of other executors:
https://cwiki.apache.org/confluence/display/AIRFLOW/AIP-29%3A+AWS+Fargate+Executor (@aelzeiny)
https://cwiki.apache.org/confluence/display/AIRFLOW/AIP-28%3A+Add+AsyncExecutor+option (@dazza-codes)
https://cwiki.apache.org/confluence/display/AIRFLOW/AIP-25+The+Knative+Executor (@dimberman 
https://github.com/apache/airflow/pull/6750 (@nuclearpinguin )
This also made the DebugExecutor code simpler. (@nuclearpinguin )
---
Issue link: [AIRFLOW-6334](https://issues.apache.org/jira/browse/AIRFLOW-6334)
---
Read the [Pull Request Guidelines](https://github.com/apache/airflow/blob/master/CONTRIBUTING.rst#pull-request-guidelines) for more information.",design_debt,non-optimal_design
kafka,4319,review,164937959,"not sure its anything to be fixed here, but I had been hoping to keep logical types as obvious pre- or post- processing steps (and where possible, dispatch to handlers via simple map lookups). I would need to think more about how to make that work in this case, but something to consider, even if just for a future refactoring.",non_debt,-
spark,14140,review,70451380,"I think you can supply your own ordering and partitioner separately? the ordering is defined implicitly, which is sort of awkward to override. But then you should be able to partition differently from that ordering.
https://github.com/apache/spark/blob/master/core/src/main/scala/org/apache/spark/rdd/OrderedRDDFunctions.scala#L50",non_debt,-
iceberg,2167,review,571340787,"Nit: it would be nice to keep the expression on one line, wrapping after `checkArgument(`",code_debt,low_quality_code
kafka,281,review,41351627,Appropriately concerned. I started writing a test before I realized I couldn't get a non-String value in there :),non_debt,-
arrow,4895,description,0,51905353-4895 description-0,non_debt,-
druid,7758,review,287539672,but why did you add the space between `undefined` and `)`,code_debt,low_quality_code
carbondata,2930,comment,440113778,"Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder2.1/1454/",non_debt,-
spark,19901,review,155169114,"nit: `val tmpIsNull = ctx.freshName(""coalesceTmpIsNull"")`, to be consistent with https://github.com/apache/spark/pull/19901/files#diff-a966ee88604a834221e82916ec051d7dR190",code_debt,low_quality_code
pulsar,2245,comment,408267297,for reviewers: this change is based on #2243 . commit b1865aa is the change to review.,non_debt,-
kafka,6427,review,265291607,"@ijuma, Actually, I now remember why I did it. `MessageFormatter` supports Java arrays while `String.format` does not.",non_debt,-
superset,1792,comment,265527614,Oh check out `assets/javascripts/components/Button.jsx` it's basically a bootstrap button with a tooltip prop.,non_debt,-
storm,1406,comment,222930875,"@abhishekagarwal87 @knusbaum 
Not at all. It shouldn't hurt much so let's apply this as it is. We can address broader considerations from another issues.
One thing I'd like to see is the status of backpressure for each queue. We can show the percentage, or just show whether this queue meets condition to trigger backpressure or not.",design_debt,non-optimal_design
beam,6981,review,233161421,"Regarding the operator as a whole and as discussed in the past, constraints are mostly inherited and would need to be addressed by refactoring the base. I'm not sure about the timing for this though, if it should wait until legacy runner goes away (there is still significant work for portable runner to become adequate replacement for Java pipelines).",design_debt,non-optimal_design
openwhisk,484,review,65249201,"I was thinking for the good test, if somehow there could be leaking across connections.",test_debt,low_coverage
nifi,2522,comment,371474068,"@MikeThomsen - since you've been extensively working on the Mongo processors, I'd appreciate if you could give your feedback on this one. Thanks much!",non_debt,-
tvm,4260,comment,550260065,"@comaniac ,
Looks good to me (looked at winograd part).",non_debt,-
spark,15939,comment,261768701,Merged to master/2.1,non_debt,-
druid,1472,review,34838258,In such a case this would NPE I think,non_debt,-
beam,8287,comment,482385820,R: @lukecwik,non_debt,-
kafka,7285,review,329133984,Ack,non_debt,-
apisix,1746,review,444645383,I think this issue has been already resolved in Openresty,non_debt,-
spark,17169,comment,437594000,"It seems has improved:
https://github.com/apache/spark/blob/v2.4.0/mllib/src/main/scala/org/apache/spark/ml/feature/Bucketizer.scala#L91-L104",non_debt,-
phoenix,955,review,520122158,Are there any checks to avoid a case where both of these attributes are set? Can something screw up if that does happen?,non_debt,-
beam,4406,comment,357410930,Joining the publisher thread before disconnecting and the test timeout configuration were the real fixes.,non_debt,-
kafka,9522,comment,718109283,"@abbccdda On second thought, we should just target trunk here and pick into 2.7 like usual.",non_debt,-
tvm,6343,comment,696872202,"@tmoreau89 I think we are waiting for more commits and responses from @anilmartha. I've just resolved the comments that should not be the blockers. The blockers now can be summarized as follows:
- @anilmartha is working on serialization of xgraph and will add it in this PR itself (https://github.com/apache/incubator-tvm/pull/6343#discussion_r483508132).
- Organize Xilinx artifacts in a better way (https://github.com/apache/incubator-tvm/pull/6343#discussion_r479578125, https://github.com/apache/incubator-tvm/pull/6343#discussion_r484641148).
- Question about 2 subgaph support (https://github.com/apache/incubator-tvm/pull/6343#discussion_r479581117).
- Rename in test (https://github.com/apache/incubator-tvm/pull/6343#discussion_r479239611).",non_debt,-
incubator-brooklyn,910,review,39962111,"Worth having some javadoc (even though the method is small, it's behaviour is non-obvious). It wasn't clear until looking carefully why would increment the iterator sometimes (i.e. call `next()`) and not other times.",documentation_debt,low_quality_documentation
nifi,367,description,0,27911088-367 description-0,non_debt,-
spark,22154,review,234385204,"The suggested change is only for making this test suite cleaner, right? In that case I'd +1 with the suggestion of being able to clearly check we're catching the exception we know we're throwing.
Would you like to submit a PR for it?
The intent is never to actually reach the null-return, but always cause an exception to be thrown at `CodeGenerator.compile()` and abruptly return to the caller with the exception. To make the compiler happy you'll have to have some definite-returning statement to end the function, so a useless null-return would probably have to be there anyway (since the compiler can't tell you'll always be throwing an exception unless you do a throw inline)",code_debt,low_quality_code
flink,1995,description,0,"[FLINK-3782] ByteArrayOutputStream and ObjectOutputStream should close
ByteArrayOutputStream close method does nothing and has no use, so is usually never called.However I am using try with resources for both to take care of closing closeable resources automatically.",non_debt,-
tvm,1488,comment,410861399,Sorry for the inconvenience.,non_debt,-
incubator-mxnet,2220,review,64336817,doesn't really make sense to use ignore for single output since you can just drop this instance alltogether,non_debt,-
airflow,2338,comment,438822212,Thanks @alekstorm . Appreciate that.,non_debt,-
beam,10367,review,364531963,"Yes, here:
It would be nice if we could get rid of this case somehow, because by making this optional we have to deal with the possibility of `pvalue.pipeline` being `None` throughout the code base.  I went back and forth on whether to make the arg optional or simply ignore the error in the method above, but I think I decided that the method above was a common case and thus we needed the protection against None-values throughout the code.",code_debt,low_quality_code
carbondata,1996,comment,368314877,"Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder1/3888/",non_debt,-
zeppelin,2698,description,0,"This PR modifies the display of the name of the note.
Now, instead of the full path, only the name of the note is displayed.
Improvement
[ZEPPELIN-3007](https://issues.apache.org/jira/browse/ZEPPELIN-3007)",non_debt,-
hudi,1827,summary,0,[HUDI-1089] Refactor hudi-client to support multi-engine,non_debt,-
nifi,3168,comment,448301385,@pvillard31,non_debt,-
cassandra,470,summary,0,CASSANDRA-15630 fix testSerializeError,non_debt,-
reef,234,review,32866959,Remove the commented out code.,documentation_debt,low_quality_documentation
nifi,4510,review,490298103,Nice catch. Originally I intended to use the return value,non_debt,-
openwhisk,355,review,62893996,I definitely missed that one extended the other. Thanks for catching this.,non_debt,-
kafka,7132,comment,517025498,Merged #7132 into trunk,non_debt,-
trafficserver,2654,description,0,"This is a set of management APIs that was used by the Web UI, for creating,
modifying and deleting configuration files and entries. This is another step
towards removing the requirements for writing to configuration files.",non_debt,-
kafka,2618,comment,290636956,@bbejeck It seems your newly added test did hang in a build: would you mind taking a look? https://builds.apache.org/job/kafka-trunk-jdk8/1390/console,non_debt,-
streams,11,summary,0,Streams 33,non_debt,-
trafficserver,3340,description,0,356066-3340 description-0,non_debt,-
spark,31682,comment,788171596,Can we fix the problem if we use different `Pickler` instances for sending the input data to python and sending the UDF results to JVM?,non_debt,-
kafka,6399,review,263970330,"Besides source and sink nodes, there are other places in the middle of the topology that would pass in serdes:
1. Materialized.
2. Grouped.
3. Joined.
We need to cover those cases as well.",non_debt,-
hudi,2403,summary,0,[HUDI-913] Update docs about KeyGenerator,non_debt,-
flink,3733,review,112818005,"hi, there is a `.select('count.sum)` after `groupBy('word).select('word as 'word, 'num.sum as 'count)`",non_debt,-
incubator-doris,3681,description,0,"Fix #3680 
Change the load label of audit plugin as:
`audit_yyyyMMdd_HHmmss_feIdentity`.
The `feIdentity` is got from the FE which run this plugin, currently just use FE's IP.",non_debt,-
carbondata,2738,comment,424042054,"Build Success with Spark 2.2.1, Please check CI http://95.216.28.178:8080/job/ApacheCarbonPRBuilder1/632/",non_debt,-
geode,1921,description,0,"         * list lucene index gfsh command will now display on of three states
	* NOT_INITIALIZED if the index is present in only in defined map
	* INITIALIZED if the index is present in the index map
	* INDEXING_IN_PROGRESS if the index creation is in progress.
Thank you for submitting a contribution to Apache Geode.
In order to streamline the review of the contribution we ask you
to ensure the following steps have been taken:
submit an update to your PR as soon as possible. If you need help, please send an
email to dev@geode.apache.org.",non_debt,-
kafka,9007,review,454569003,"That's great point. At the moment, I think that we are not consistent about this. Some are package private and some are not. The advantage of keeping it public is that it allows to use the class in unit tests which resides in other packages.",code_debt,low_quality_code
incubator-heron,1341,comment,244676446,@nlu90 - Should we remove the `local` prefix in pom.xml?,non_debt,-
spark,717,comment,43008847,I think the current approach is fine. I'm going to merge this.,non_debt,-
ignite,5410,description,0,31006158-5410 description-0,non_debt,-
incubator-mxnet,16790,review,345358591,This sync is not necessary.,code_debt,complex_code
apisix-dashboard,1277,summary,0,feat: return back the data just created via POST method in manager API,non_debt,-
spark,6059,comment,101015161,"Sorry I wasn't being clear, but my point is that it doesn't fail all the time, and when it does fail it delays other unrelated patches being merged. This is why we ignored it for now. We will reenable it later before we actually ship the release but we need to find a way to actually fix the flakiness before we do that.",test_debt,flaky_test
tajo,796,description,0,I fixed about repair partition and verified that this patch had run as expected on testing cluster.,non_debt,-
superset,3521,review,141178274,"Yeah it's at the frontier of data/metadata, though to me annotations are closer to metadata.",non_debt,-
carbondata,2374,comment,397584434,"Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder1/6353/",non_debt,-
hadoop,661,review,272010158,Maybe change this to loadSchemaFromXml?,non_debt,-
spark,30004,comment,741941170,cc @Ngone51,non_debt,-
beam,2097,comment,282329147,On the jenkins slave pip2.7 is unavailable for same reason. Unfortunately I don't have enough privileges to see how the slave is configured.,non_debt,-
druid,1912,review,44027306,"Usually its corner cases like people putting quotes and/or commas in their values.
The ""safe"" thing to do (and what we do elsewhere) is to add each value individually with an invalid UTF8 character (like `0xFF`) after each string.",non_debt,-
storm,1481,comment,225246465,"Thinking further on it, STORM-1876 is needed when building from the source. So it should be fine if not included in the release candidate. 
@ptgoetz  - +1 for merging this now and going ahead with release.",non_debt,-
flink,9061,review,304277888,How about using `ObjectIdentifier` here?,non_debt,-
superset,10836,review,489920646,"correct. Dashboard is running in synchronized mode, there is no query id passed from query engine to dashboard. While in SQL lab, which is running in asynchronized mode, query id is saved into database, and celery Worker will update query status.",non_debt,-
tvm,3597,description,0,This PR is the implementation of pre-quantized fully connected op.,non_debt,-
carbondata,2623,comment,413818682,"Build Failed  with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder1/7939/",non_debt,-
spark,29950,review,503666896,Added one comment.,non_debt,-
incubator-pinot,5987,comment,688946724,"Can we parameterize `JAVA_VERSION` and default still to 8?
So out build script can set `JAVA_VERSION` to 11 if needed.",non_debt,-
drill,720,review,96553793,"Which repositories have the dependency of index-common, indexr-segment?  I tried to build drill after applying the patch, and hit mvn dependency error.",non_debt,-
spark,12376,comment,209828163,"Hi, @markhamstra ! Thank you for commenting. 
I agree with your viewpoint. So, this PR has a meaning to add just a function, `bround`; not a HQL language level meaning. 
In terms of semantics, this is the same implementation with Hive. The following is [Hive code from the Hive master branch](https://github.com/apache/hive/blob/master/ql/src/java/org/apache/hadoop/hive/ql/udf/generic/RoundUtils.java).
By the way, for the last issue, I think in a different way.
In order to become less and less directly dependent on Hive, we need to provide this as a Spark SQL function.",non_debt,-
flink,4553,comment,322854404,+1 I like these improvements.,non_debt,-
carbondata,3272,review,292772374,"yes, there issue is reported by tester. He use this csv file, it's difficult to replace it. I need reproduce it and validate with this file.",non_debt,-
incubator-dolphinscheduler,4896,review,584050628,keep old-style maybe better,code_debt,low_quality_code
kafka,1095,review,60755927,This should be `byte` instead of `Byte`.,non_debt,-
spark,24983,review,308947640,"Use the scala-way.
`val chromos = Seq.fill(determinPopSize(conf, itemsMap.size) {
  Chromosome(conf, shuffle(itemsMap), conditions, topOutputSet)
}`",non_debt,-
ambari,2366,summary,0,[AMBARI-24632] APT/DPKG existence check doesn't work for system packages (dgrinenko),non_debt,-
airflow,730,review,85289615,We already have a test plugin in `tests/plugins/`. This is less complete than that one and should probably not be added here. We can consider moving the other one (in a separate PR) to serve as a sample.,architecture_debt,violation_of_modularity
trafficserver,3903,comment,402768113,"I think it's good to take opportunities like this to do more general code cleanup. I'm on vacation this week, I will look at splitting it in to two commits when I get  back.",code_debt,low_quality_code
apisix-dashboard,379,review,471185309,We can specify that the document `contains online demo and screenshots`,non_debt,-
spark,2922,comment,60553132,"Test FAILed.
Refer to this link for build results (access rights to CI server needed): 
https://amplab.cs.berkeley.edu/jenkins//job/SparkPullRequestBuilder/22276/
Test FAILed.",non_debt,-
spark,5511,description,0,"Even if we wrap column names in backticks like ``a#$b.c``,  we still handle the ""."" inside column name specially. I think it's fragile to use a special char to split name parts, why not put name parts in `UnresolvedAttribute` directly?",code_debt,low_quality_code
carbondata,3131,comment,465625917,"Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder2.1/2587/",non_debt,-
incubator-dolphinscheduler,528,summary,0, update worker get task from queue,non_debt,-
beam,123,review,58893436,This was a common thread of feedback from other PR's as well-- I'll add some constructs to register values if not default.,non_debt,-
shardingsphere,4215,summary,0,Add IdentifierValue,non_debt,-
dubbo,2282,description,0,"#1728
System property dubbo.service.delay invalid, and we fix this bug.
this bug caused by  appendProperties(this) called in doExport(), and we put appendProperties(this) in front of doExport().",non_debt,-
airflow,2756,comment,343599537,@bolkedebruin nice! super excited about this,non_debt,-
