project,sha,text,classification,indicator
netbeans,7fd6d6f64606a3bd828fc7da8c81859f50ffbc68,JEDDICT-322 o.n.m.db.metadata.model fix typo,documentation_debt,low_quality_documentation
cloudstack,434525b83611f33796afc7fa457053868482476b,fix CLOUDSTACK-2149 and related unit test,non_debt,-
jena,ea531a108e5946cb1231d7958f3b5d82e7c9cb39,Implement Lang:rdf/null reader.,non_debt,-
netbeans,f919864725c12845cf2e26de0a529caee7957791,"Merge pull request #626 from arusinha/bug#240529-fix-integration
donation2_merge:#240529: Fixing folding of empty {}",non_debt,-
trafodion,822c35e3abc9e87d1f58b2b3e60bf02486a55aa5,changes based on review comments,non_debt,-
attic-apex-core,eacb7a4cf4231cb7a4225c6a2b2f10d61c0a9863,APEXCORE-521 upate parent pom references.,non_debt,-
lucene-solr,e08a758625ebbafd710bfb1ac6f783c297c263fa,ThreadAffinityDocumentsWriterThreadPool.toString,non_debt,-
spark,452aa36d671d3fdf53058e80cbd86787c8870cd7,"Merge pull request #97 from ewencp/pyspark-system-properties
Add classmethod to SparkContext to set system properties.
Add a new classmethod to SparkContext to set system properties like is
possible in Scala/Java. Unlike the Java/Scala implementations, there's
no access to System until the JVM bridge is created. Since
SparkContext handles that, move the initialization of the JVM
connection to a separate classmethod that can safely be called
repeatedly as long as the same instance (or no instance) is provided.",non_debt,-
usergrid,654e19f66f184f270c32733e5cd99b22f0693c42,Fixes paging bug with sub fields,non_debt,-
jmeter,80c545bf012c8f4b05435643894a2525943e9bb7,"Reformatted to JMeter conventions.
Minor JavaDoc updates (mostly formatting).
No code changes.",code_debt,low_quality_code
superset,4485800e2118f8bc1424bdf67d2200eb5f0056ac,"[tests] refactor, change datasets and charts to it's own folder (#9487)",non_debt,-
beam,2649372d6ef10255366e34ee1fcf2f64766b4fd0,Closes #939,non_debt,-
hadoop,b7ded466b00db0fe273058b844d56d810e0f8cc2,HDFS-6920. Archival Storage: check the storage type of delNodeHintStorage when deleting a replica. Contributed by Tsz Wo Nicholas Sze.,non_debt,-
drill,c9f90c21f46ae7d28c35d1fe68844754479ba1db,Fix bufferl snapshot version so it depends on correct netty upstream,non_debt,-
nifi,64356e001432b78d919604d13787ea7b40e80e8e,"NIFI-5049 Fix handling of Phonenix datetime columns
This closes #2625",non_debt,-
kylin,40f2c9d678329978e10c2a4a6812a0d63aa3a27e,"KYLIN-894
1. read hive table
2. write hfile",non_debt,-
geode,e29b7752a2ab7e805c8c734198ce0203ead48622,GEODE-1938: Remove the exception ignore when a pool cannot connect to a server,code_debt,low_quality_code
beam,7a658763c9c3f6895fe03b23b67291f562d8c969,Merge pull request #8455: [BEAM-6916] Reorg Beam SQL docs and add Calcite section,non_debt,-
openwhisk-wskdeploy,837945ee0a1d54193c340bed1d38a28202905e4c,"Change the gradle build to use the gogradle plugin (#812)
This PR applies the gogradle plugin to build the binaries of openwhisk
wskdeploy.
Partially-closes: apache/incubator-openwhisk-release#9",non_debt,-
incubator-brooklyn,11fbb8537fcc4a1f9835be884c51bafd7d245b7e,fix refresh for activities,non_debt,-
ignite,cf650417b29761dae5dd56f4e655ff7bf13df024,#sprint-24 - config finder,non_debt,-
shardingsphere,052d751fe0cec622758c39eea177cf3d3def1248,Add sharding-scaling-core module and sharding-scaling-bootstrap module,non_debt,-
activemq,479f5e1713282f652f9eb7d9fe5a34edad058c9d,Fix for MySQL DB tables should be INNODB based for proper tx support: https://issues.apache.org/activemq/browse/AMQ-1891,non_debt,-
phoenix,c36973263296d3eb4b6ffdbf1a43e9f3e4fe5930,"PHOENIX-105 Remove commons-csv source
Remove the fork of the commons-csv source code and use the
released commons-csv artifact.",non_debt,-
flink,27c29f7656ded03ec57cdc485e4ec8ff6e3b9bef,"[FLINK-15387][rocksdb][metrics] Expose missing RocksDB properties out via RocksDBNativeMetricOptions
Expose more RocksDB metrics including block-cache-capacity, block-cache-pinned-usage, block-cache-usage and is-write-stopped
This closes #10692.",non_debt,-
shardingsphere-elasticjob,6d1f5a56b4578c6f67951580489567497a9c722d,Upgrade version to 2.1.2,non_debt,-
activemq-artemis,3deb20f049bec05c4c559b3654c36989924e643d,Create versioned instead of generic frames from STOMP decoder,non_debt,-
beam,919dc3c6fe70bb9ff78205f593c35164f6bfc308,"[BEAM-10720] Finish implementing StringMethods (cat, repeat) (#12705)
* Implement repeat, cat
* More discerning repeat, fix cat bug
* Remove str_expr shim
* fix py3.6
* lint
* yapf",non_debt,-
superset,7cdb23f585fbc0b25e9f6bf34584e5dbe30fa5f7,"[hotfix] grouping by grain, filtering on raw expression",non_debt,-
commons-lang,c5e7fea05e757dbeafb5dbc37106a960ae7d9658,Remove trailing white spaces,code_debt,low_quality_code
accumulo,76b3fd0499cffc2e40e7b8b2059ed64ad0c701f1,Merge branch '1.5.2-SNAPSHOT' into 1.6.0-SNAPSHOT,non_debt,-
cassandra,9494d31e294ddfad04cdc5a7c1d3ef0fb9aadd5d,"remove statements from connection's list, when closed manually
patch by Rick Shaw; reviewed by Patricio Echague and jbellis for CASSANDRA-3244",non_debt,-
tinkerpop,0e2b28e175961e2fd26c5be76c058d1e3a715cd8,Factory out use of Objects.requireNonNull in GraphFactory.,non_debt,-
tomee,1844468a29a008313afdfb3b1b489efafef76da9,removing assembly warning,non_debt,-
incubator-doris,04cfcf6c3643f36ab2ce9d61394d59e24b8a3fd2,"Update fe-idea-dev.md (#4852)
* Update fe-idea-dev.md
use `brew install thrift@0.9` to install thrift 0.9.3.1
`brew edit thrift090 | head` shows thrift@0.9 uses thrift 0.9.3.1
Future<?> submit(Runnable task)
Submits a Runnable task for execution and returns a Future representing that task. The Future's get method will return null upon successful completion.",code_debt,low_quality_code
beam,9f27c33ec7e7c61afbca0395f932275b354eb428,This closes #2905,non_debt,-
incubator-pinot,eb5e1578a087553f3017d9e08ddd8c5d0a5b6b5d,"Refactored integration test, made functions in the query generator lowercase
RB=463389
R=kgopalak,xiafu,jfim,dpatel
A=dpatel",non_debt,-
tinkerpop,8bd43c4130e15a1faa12f1cb340aa8ee314b9636,Try to load Gremlin stuffs from implementations to make travis happy.,non_debt,-
cloudstack,67e3936ae1f1792edc0988b03524673b53d43283,Fixed security issue in listNetworks,requirement_debt,non-functional_requirements_not_fully_satisfied
ignite,86d54d62260e00a7ca7862b71cfbeff250587796,# GG-8174 - GG-8174 Merge from sprint-24.,non_debt,-
tomee,3ae5f87b053607a0a4cdb473e2f0207403878a6f,Added MP Fault Tolerance.,non_debt,-
spark,9272a004af7dd464809d9effc4ddc248a53919df,Fix test breaking downstream builds,non_debt,-
arrow,cf243d4bfc496dedb21a9c155eaba10664266923,"ARROW-10525: [C++] Fix crash on unsupported IPC stream
Detect situations where we have a delta dictionary with an unresolved nested dictionary.
Found by OSS-Fuzz.
Should fix the following issue:
- https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=26581
Closes #8617 from pitrou/ARROW-10525-ipc-stream-fuzz",non_debt,-
beam,d91ebd9f5fa3cf5c250f02096c27c21354dce859,Fix from any -> bytes transition.,non_debt,-
beam,de9d89c1ea408fcbebad446bdef0b47d538a4657,"[BEAM-2021] Add getElementCoders to UnionCoder
This closes #2691",non_debt,-
lucene-solr,3dbdb50d9298b6044f99c3f7e51b7c3aed00d54e,formatting: make consistent with other clauses,documentation_debt,low_quality_documentation
storm,768a85926373355c15cc139fd86268916abc6850,STORM-1083. Run maven in batch mode to avoid excessive loggin in travis CI,non_debt,-
guacamole-client,4d5196207bc4bd2381c540a368c8b381e7d8dbce,"GUACAMOLE-220: Correct typo - ""that status of"" should be ""the status of"".",documentation_debt,low_quality_documentation
ignite,6c61598bc66594e535af4fb10f34abe6797b72c0,IGNITE-2105 - Fixed nested collections in direct marshalling,non_debt,-
camel,cdcded94ce31b44e5b5cce73b36da22c36204f44,CAMEL-3756: Add an example which use CXF bean binding and the OSGI HTTP Service (e.g. PAX Web with jetty),non_debt,-
commons-lang,f56931c176fef5e164b681c740746aebdccccec3,LANG-1380: FastDateParser too strict on abbreviated short month symbols,non_debt,-
superset,922cc037bf859c935cc5eacbcd96bf6fa004c5fe,0.18.3-alpha.1,non_debt,-
activemq,518f0ce146d554d911e5aeca74cfb5fec4723f63,revert to manual additions to the schema mapping so that previous versions are not dropped from the map: resolve https://issues.apache.org/activemq/browse/AMQ-3005,non_debt,-
incubator-heron,9e90e92faa0fb4168ac47c1a8df3a1dd42342b3e,remove clang and revert to use g++ 4.8,non_debt,-
ignite,2ca18baa6144353f2b0991b1809e6cb634a5de97,# IGNITE-709 Fix test: use Cluster.localNode() instead of Cluster.node(),non_debt,-
incubator-mxnet,9059c006daef046fadc94ceb6fd1791e488e47c6,"Merge pull request #144 from vchuravy/vc/cuda
try to automatically find CUDA",non_debt,-
incubator-brooklyn,4096358f5fcc3058f8185d2587086d93fb023c9a,Add synchronization and checks for duplicate rules in addPermission security group customizer,non_debt,-
hive,b98d3bfec01019dce773223ac49569a286e22f7f,HIVE-2272. add TIMESTAMP data type (Franklin Hu via Siying Dong),non_debt,-
ignite,6524c79629f587fb28bc43ddbef973aa2e83f66b,"IGNITE-2365 - Notify policy if swap or offheap is enabled and rebalanced entry was not preloaded.
IGNITE-2099 - Fixing custom collections.
This closes #396",non_debt,-
brooklyn-server,2b63d2b2114c3d515ef3cb46b1122a16ada7b0a3,Support location config in yaml,non_debt,-
iceberg,0d81c492bde5a770115066b7c27e593ba528f408,"AWS: Use v2 single object delete, not bulk delete in S3FileIO (#2237)",non_debt,-
kylin,cae040ff76e8c0c297e02491ceeae3a68c93fd42,"Merge pull request #345 from shaofengshi/inverted-index
Inverted index",non_debt,-
jmeter,00ed5061dcdc9faedd88ccfad36537a07ba6791b,Fix https spoofing (see r595772),non_debt,-
shardingsphere,62420380573ff3283190497e04c5880db7083526,#2384 merge postgresql alter user,non_debt,-
hbase,411b516f5156730075558d91b69c3c3e09fb200d,HBASE-14392 [tests] TestLogRollingNoCluster fails on master from time to time,non_debt,-
systemds,991e07a44fa426082aa639098738350ae3feb124,66141: SystemML Engine Enhancements - Support for ultra-sparse random matrix generation,non_debt,-
tinkerpop,5c735d8fdf7ff4f92f031afb2d30c4361c964750,KdcFixture closing,non_debt,-
superset,c5fcbc07097810ec3d562f314bc3d78491aabe44,Support hyperUniqueCardinality type in post aggregation (#451),non_debt,-
nutch,0924d22bfd7f6d75e376f1b5a445b34c1d990c00,fixed typo,documentation_debt,low_quality_documentation
accumulo,e3d247dcc7a64308fc2c60c02f745481b4e180ef,ACCUMULO-1552 applying Jonathan Hsieh's patch to fix the typo,documentation_debt,low_quality_documentation
camel,7140b64e00f4ab75d064a9defedcb262aa9beb2e,Upgrade Vertx to version 3.8.4,non_debt,-
spark,632b5bce23c94d25712b43be83252b34ebfd3e72,"[SPARK-31903][SQL][PYSPARK][R] Fix toPandas with Arrow enabled to show metrics in Query UI
### What changes were proposed in this pull request?
In `Dataset.collectAsArrowToR` and `Dataset.collectAsArrowToPython`, since the code block for `serveToStream` is run in the separate thread, `withAction` finishes as soon as it starts the thread. As a result, it doesn't collect the metrics of the actual action and Query UI shows the plan graph without metrics.
We should call `serveToStream` first, then `withAction` in it.
### Why are the changes needed?
When calling toPandas, usually Query UI shows each plan node's metric and corresponding Stage ID and Task ID:
but if Arrow execution is enabled, it shows only plan nodes and the duration is not correct:
### Does this PR introduce _any_ user-facing change?
Yes, the Query UI will show the plan with the correct metrics.
### How was this patch tested?
I checked it manually in my local.
Closes #28730 from ueshin/issues/SPARK-31903/to_pandas_with_arrow_query_ui.",non_debt,-
incubator-weex,aa61442409905300f2d55c2af2213a7df1c221e8,+ [doc] change gitbook lastest version,non_debt,-
infrastructure-puppet,273157c8dc8dd6fd3fa39692f746c1b01cd8f334,Add stunnel module with abi configuration,non_debt,-
trafficserver,729cb80035d1cf63d909f6e1e734bb1e13cd03c0,fix broken link,non_debt,-
shardingsphere,b158de47f0761a4bacb8d8d430017bb99df568d6,remove disabledDataSourceNames,non_debt,-
ignite,caa54a2d9a35e90bee6fba1d71d6a8790712428d,ignite-698 - fix for IGNITE-569 part1,non_debt,-
tomee,cbf171ec2ca10f705434bb9fb39fd8cdc908486d,"Added maven-compiler-plugin to assembly/openejb-jetty/pom.xml
Corrected ${project.version} in assembly/openejb-jetty/openejb-jetty-common/pom.xml",non_debt,-
hive,0a5360baaae759b84e02110795c635d2565b3a01,HIVE-6315 : MetaStoreDirectSql ctor should not throw (Sergey Shelukhin via Ashutosh Chauhan),non_debt,-
systemds,8efa231750587a1830b9c2eda7017ebe42004c4b,66141: SystemML Engine Enhancements - Adding a santiy check in generating ultra-sparse matrices,non_debt,-
geode,acf0668fdddacc8da9fff6275880fcaafe172cbf,GEODE-3310: Avoid running a test case in distributed transaction.,non_debt,-
cxf,1354bd0ae146f5c131b849a52c1fdd331158111d,Minor updates to CXFNonSpringJaxrsServlet to make it simpler to override methods creating Application,code_debt,complex_code
ambari,5a2d63e2cc887dae8af56c97c4673e7113f7c91c,AMBARI-24499 blueprint support for multiple TIMELINE_READER components (benyoka) (#2136),non_debt,-
brooklyn-server,715ef7c06e36ad25a903f4624cdab742e74721b6,"fix periodic thread logging if no timeout specified, as per PR review",non_debt,-
karaf,654f4e5cc9ba661310c0d3ec38a7bc9a862e3608,[KARAF-562] Fix multible deployment of config-factories in features <config> tag,non_debt,-
echarts,87bc7fb730d0e091d4a64820645271cdb402f328,fix: make boxplot transform more reasonable: add config.itemNameFormatter and remove config.layout.,design_debt,non-optimal_design
camel,4bc86ae7615500be6781fff0b2dc359e5fd80a36,Upgrade Facebook4j and related bundle to version 2.4.3,non_debt,-
couchdb,b00c879dabef34edb30c1ce6606e2b7e700532c8,"New couch_event:listen/4 API
This function doesn't return but allows a process to become an event
listener. Useful in RPC situations to avoid spawning an extra process
and doubling the message passing.",non_debt,-
tajo,91a0e85de52964224159657ee771969ae7770c9c,Merged in jihoonson/nta (pull request #22),non_debt,-
groovy,f06b889851399f93395b5636da1c6285bc7b7a65,"groovydoc
 - added hyperlinks for method detail return types
 - included import foo.* in type resolution
 - fixed odd fonts from stylesheet",code_debt,low_quality_code
hudi,c21209cb58a5cff3267aca9f17fe7d2c4edd3190,[HUDI-1149] Added a console metrics reporter and associated unit tests.,non_debt,-
trafodion,073c81b461dd9a52ffb2b0f36357f0de4ac7f163,Code review fixes.,non_debt,-
nifi,ec3d5f89f08c4b6730e2c3413d48e40800b2d7d1,"NIFI-8086: Fix file separator char in PutS3Object multipart state directory path
This closes #4726.",non_debt,-
hbase,e15f36cdde3850b68d62159b213f50adf778a728,"HBASE-9710 Use the region name, not the encoded name, when region is not on current server",non_debt,-
lucene-solr,774153b8910038cf22dfa420621da2e47ffb5d32,SOLR-789: The javadoc of RandomSortField is not readable,documentation_debt,low_quality_documentation
activemq,ae816dcb3fdaf22b80ed4122a552b7c0275458f6,"https://issues.apache.org/jira/browse/AMQ-3912 - Durable subs store messages in error with broker attribute persistent=""false"" - fix with test",non_debt,-
lucene-solr,091f45dd7b4c6685b1e787283ecc029994641f3e,"SOLR-11730: Add simulated tests for nodeAdded / nodeLost dynamic in a large cluster.
Plus some other fixes:
* Fix leader election throttle and cluster state versioning in the simulator.
* PolicyHelper was still using a static ThreadLocal field, use ObjectCache isntead.",non_debt,-
hbase,8cffa38ba3bb86323d94488e7a8edf2beecd87f4,HBASE-1954 Transactional scans do not see newest put,non_debt,-
camel,0fd15b789d5775c0d70e8a94af1b46826e3724af,CAMEL-14715 - Remove egit bundle property placeholder (camel-karaf-migration),non_debt,-
trafficcontrol,9f7763a5181b3324953b34542f60653044428ae0,revcount and commit from buildno,non_debt,-
accumulo,f343540ca4b9e4359c43d6f990e486de960b637c,"ACCUMULO-596 enabled support for additional hex characters, started a shell unit test that can't wait to be expanded to test more commands",non_debt,-
servicecomb-java-chassis,e20b167ff83f4293750f101795bdad8f8fd15bb0,[SCB-928] simplify the implementation of SwaggerParamCollectionFormat.joinParam(),code_debt,complex_code
cloudstack,96cfe2750497ecbcc28819abbc2507eb406e661b,db upgrade: fix sql exception: Access denied; you need (at least one of) the SUPER privilege(s) for this operation (#4533),non_debt,-
incubator-pagespeed-ngx,14b472332636a4a9aba40d22a2bbf35dca30f744,Fix sparsehash path (#1300),non_debt,-
ambari,fedcbb8a51be3a12ce4dcf2a7ec0f49f37552bb2,AMBARI-6361. Component status cannot be changed from INSTALL_FAIL to Disabled state. (Jayush Luniya via mahadev),non_debt,-
cassandra,f6c5e020a7b0a6acd9cc247ac39d58ac7f600afc,"Merge branch 'cassandra-1.2' into cassandra-2.0
Conflicts:
	CHANGES.txt",non_debt,-
flink,635456890fe4d43a1c365d84ae45b5f34af056ce,"[FLINK-2656] Fix behavior of FlinkKafkaConsumer for out of range offsets
This closes #1117",non_debt,-
cassandra,a4add95732163ffe9b15f49ffd250379872d47e4,Fix License headers and add assert which was missed.,non_debt,-
beam,2e77b952a8e6c553e706ef748f596ee5fc9e1e54,"Update version of protobufs used by the SDK
----Release Notes----
[]
-------------
MOE_MIGRATED_REVID=98839020",non_debt,-
lucene-solr,b70d10da84ab130b76705b6220fa49c40c64a4b5,Fixed the TestQuestionMark by changing the TermQuery to WildcarQuery for the first test.  Now succeeds without failure.,non_debt,-
attic-stratos,81ff0602a4df977bff5a04cdba3339c250a5ee9d,Updated product versions in filter.properties,non_debt,-
shardingsphere,156a02480b39eea92acc10264f1ec22c4be85473,add generateId to parameter: parser => router,non_debt,-
camel,800d74f7007b8494ed289ab6bb727444147e26f4,Upgrade spring,non_debt,-
ambari,8e36662ae1dffe7cb637b3d1edb38278f0111012,"AMBARI-21569.Users randomly getting ""HDFS020 Could not write file"" exceptions while running query from Hive View(Venkata Sairam)",non_debt,-
daffodil,8bf41fee4576f5c0ee817c0c168cb129e3dbeb7b,Convert line endings to unix-style,non_debt,-
storm,97e3fac75925044cf43709b2d2c305c604fde2f5,Merge branch 'STORM-853' of github.com:HeartSaVioR/storm,non_debt,-
echarts,1bb1f9ff491c6d30716a153b4c2d0e7e1652f2c6,Tweak for gl.,non_debt,-
hive,4b22fcbdaf31a2ff8c4bcf6d69ce3dcb8a363b82,"HIVE-18789: Disallow embedded element in UDFXPathUtil (Daniel Dai, reviewed by Thejas Nair)",non_debt,-
gobblin,4d8bf240a74b315af81ed9d44672e23809953e5f,"Merge pull request #507 from liyinan926/gobblin-yarn
Unit tests for Gobblin Yarn part II",non_debt,-
tomee,60ef186b31702bafbcb2c0ea73f867ce8b419ec6,TOMEE-2277 Java 11 More refined module names,code_debt,low_quality_code
geode,a4c38a469d0726c8fd59f444e342d3d062c47004,GEODE-1834: initilize the socketcreator with the correct ssl settings,non_debt,-
incubator-brooklyn,83b7774e4a5e45dba30d3357c1f6066b3ac6bc66,Sort entities in the application tree by their ID,non_debt,-
incubator-brooklyn,2c9c201b9b59a2fe2a7ceb3973a8eb8c3d601e54,"Add EntitySpecs.spec(Class)
- Use EntitySpecs.spec() instead of BasicEntitySpec.newInstance()",non_debt,-
activemq,6d9163af397eaef25ea094213d22b3957c7ef261,"seems to hang on slow HP box, ensure it does not stop rest of the tests using autoFailSupport",non_debt,-
echarts,a2535806ee7ef6b146b9b87134848c3e91c6322a,Optimize: disable tooltip transition at first show,non_debt,-
camel-website,b7823778d2dd2e65a33f1af8d14834fc57979e37,rearrange playbook to more easily support building locally and PRs,design_debt,non-optimal_design
skywalking,049dc2fae8b83a6586821836a740491a4074128b,"Support collector service instrumentation (#730)
* Collector instrument agent.
* Make the agent.jar output to the /agent folder in collector package.
* Try to add metric annotation.
* Change the instrument ways.
* Reformat.
* Finish the agent codes. Wait for @peng-yongsheng 's metric requirements.
* Debug new instrument.
* Fix a detect bug.
* Finish the instrument
* Fix compile issue.",code_debt,low_quality_code
arrow,7a4b48cbfc0c94760a9753ff5afb0e52b6f6b497,"ARROW-3363: [C++/Python] Add helper functions to detect scalar Python types
Closes #2659 from xhochy/ARROW-3363 and squashes the following commits:
3560fd35 <Krisztián Szűcs> flake8
ffcc20c8 <Korn, Uwe> Rename functions to _value
c7115214 <Korn, Uwe> ARROW-3363:  Add helper functions to detect scalar Python types",non_debt,-
cassandra,fad661537c87eb19447d21c21916e35920e28420,merge from 0.7,non_debt,-
jena,65b2f162c8fe2d7b9b1a46e81857fdabd0df3fdd,"Bump ver.jetty from 9.4.36.v20210114 to 9.4.38.v20210224 (#935)
Bumps `ver.jetty` from 9.4.36.v20210114 to 9.4.38.v20210224.
Updates `jetty-servlet` from 9.4.36.v20210114 to 9.4.38.v20210224
Updates `jetty-servlets` from 9.4.36.v20210114 to 9.4.38.v20210224
Updates `jetty-webapp` from 9.4.36.v20210114 to 9.4.38.v20210224
Updates `jetty-xml` from 9.4.36.v20210114 to 9.4.38.v20210224",non_debt,-
camel,a085a83c71a473d0d75a5df51b89189b84de59c7,CAMEL-850: camel-mina should preserver headers. Added missing svn:ignore to folders,non_debt,-
trafficserver,15e7eb157d8c3dc37cc1bf4cd2c7ac46599d30ab,TS-418 Added the appropriate licesnses as well.,non_debt,-
flink,26443e137a76af2ec519684f8b8adae80982895d,Initial work on job status display,non_debt,-
cloudstack,80da4d5baf9381985f61faa257f6684cc80b8c9f,CLOUDSTACK-1490: deb packaging tomcat fixes,non_debt,-
brooklyn-server,df5debec58857e1dff10bda3221fcc066f7edd41,"CommonCommands.downloadUrlAs improvements
- Cleans up CommonCommands.downloadUrlAs to support passiong in
  multiple URLs (to try each until one works), and for use in more
  simple download scenarios
- Adds tests",design_debt,non-optimal_design
spark,b8aec6cd236f09881cad0fff9a6f1a5692934e21,"[SPARK-9143] [SQL] Add planner rule for automatically inserting Unsafe <-> Safe row format converters
Now that we have two different internal row formats, UnsafeRow and the old Java-object-based row format, we end up having to perform conversions between these two formats. These conversions should not be performed by the operators themselves; instead, the planner should be responsible for inserting appropriate format conversions when they are needed.
This patch makes the following changes:
- Add two new physical operators for performing row format conversions, `ConvertToUnsafe` and `ConvertFromUnsafe`.
- Add new methods to `SparkPlan` to allow operators to express whether they output UnsafeRows and whether they can handle safe or unsafe rows as inputs.
- Implement an `EnsureRowFormats` rule to automatically insert converter operators where necessary.
Closes #7482 from JoshRosen/unsafe-converter-planning and squashes the following commits:
7450fa5 [Josh Rosen] Resolve conflicts in favor of choosing UnsafeRow
5220cce [Josh Rosen] Add roundtrip converter test
2bb8da8 [Josh Rosen] Add Union unsafe support + tests to bump up test coverage
6f79449 [Josh Rosen] Add even more assertions to execute()
08ce199 [Josh Rosen] Rename ConvertFromUnsafe -> ConvertToSafe
0e2d548 [Josh Rosen] Add assertion if operators' input rows are in different formats
cabb703 [Josh Rosen] Add tests for Filter
3b11ce3 [Josh Rosen] Add missing test file.
ae2195a [Josh Rosen] Fixes
0fef0f8 [Josh Rosen] Rename file.
d5f9005 [Josh Rosen] Finish writing EnsureRowFormats planner rule
b5df19b [Josh Rosen] Merge remote-tracking branch 'origin/master' into unsafe-converter-planning
9ba3038 [Josh Rosen] WIP",code_debt,low_quality_code
avro,dc20712f258623f6d9d8977f2a8f9100c279e5f1,AVRO-38.  Add Python support for fixed-sized types.  Contributed by sharad.,non_debt,-
shardingsphere,596ee304b87d335d2517805795f21349bda430cf,fix travis,non_debt,-
streams,59412c311468c6cac10457487af91ad56e56ae4d,"Merge pull request #388 from steveblackmon/STREAMS-521.1
STREAMS-521: initial implementation of twitter account activity APIs",design_debt,non-optimal_design
druid,ef2d6e91184f5116d93cf748c0e2db7b302d7f5b,"Fix IllegalArgumentException in TaskLockBox.syncFromStorage() when updating from 0.12.x to 0.12.2 (#6086)
* Fix TaskLockBox.syncFromStorage() when updating from 0.12.x to 0.12.2
* Make the priority of taskLock nullable
* fix test
* fix build",non_debt,-
tomee,72bbbb018b2f7ddbf86b6ffcbf304f51d7f12103,Wait for RemoteTestServer,non_debt,-
lucene-solr,856974ca399f38d143caa8abc4a4fac26b7e5b47,Add some link to the explanation of the FreeBSD Jail issue workaround,design_debt,non-optimal_design
trafficcontrol,463b347b8d1778c8a45089a3b6f52984aea8c8ac,"Add MonitorConfig poller, manager failure logs",non_debt,-
myfaces-tobago,ba89b11f7d06765a073baf6bab7335a25d290c74,Tomcat deploy,non_debt,-
jmeter,702f9c3c603b5c4e13ee6fce21b950e527d484e7,Unused import,build_debt,over-declared_dependencies
cassandra,647ef5aeb3bd06018d5b7a50f756ce59f8e65fff,Merge branch 'cassandra-1.2' into trunk,non_debt,-
couchdb,7ffac4f63407af0b2cc19582a02b89914e856d93,fix temp_view undef.,non_debt,-
usergrid,58714975e4af7951213c635a56d3a1451bd792ed,Updating test configuration constants.,non_debt,-
tinkerpop,cb7aacfc63160df8f367aa4f358130bb6c996a14,all strategies are final as they have private constructors.,non_debt,-
groovy,a2fb76d73b5eee61867a199e41c8c1a15757b48a,Add guard checking for `getGroovydoc`,non_debt,-
orc,e78350dd6b1b0fa35936e3d698686ce5a2c15791,Update the site to prefer https instead of http.,non_debt,-
helix,ddc11f9aca9e3e525d517860006e1d5cbb91ddd4,"Add job dependency workflow test
1. Add an option to enable number of partion varies in TaskTestBase
2. Add new test for workflow test for parallel jobs testing.",non_debt,-
cloudstack,c10f8a10efdbf479f2b8c9784d4976e3100b3cde,CLOUDSTACK-7744: UI > Instances > detailView > Change Service Offering > show generic notification.,non_debt,-
camel,512628c8210de505fed36a3547c2df364c53eb91,CAMEL-9578 - Reduce object creation in InfinispanProducer,non_debt,-
incubator-mxnet,85a84136222d10dadb252613cf2c01be0845e86f,Moved test for convolution with dilate to test_operator.py,non_debt,-
jmeter,5159205021aefeed21df8ebbf216a8faee57807e,set svn:eol-style to native,non_debt,-
druid,204ba9966f94d3e99be980ec9b2817eda0931ee2,"Add LookupJoinableFactory. (#9281)
* Add LookupJoinableFactory.
Enables joins where the right-hand side is a lookup. Includes an
integration test.
Also, includes changes to LookupExtractorFactoryContainerProvider:
1) Add ""getAllLookupNames"", which will be needed to eventually connect
   lookups to Druid's SQL catalog.
2) Convert ""get"" from nullable to Optional return.
3) Swap out most usages of LookupReferencesManager in favor of the
   simpler LookupExtractorFactoryContainerProvider interface.
* Fixes for tests.
* Fix another test.
* Java 11 message fix.
* Fixups.
* Fixup benchmark class.",non_debt,-
trafficserver,816952c979656a4586af079d259f3e19bd52e128,"docs: add configuration file cross references
Add a simple 'configfile' extension that adds indexing for configuration
files. Apply this throughout the configuration files documentation
and fix various other warts.",non_debt,-
kafka,6af876b94dc588c8d6098a7fef7a18c46625d1d5,"MINOR: Fix open file leak in log cleaner integration tests
Closes #2870 from hachikuji/fix-log-cleaner-test-leak",design_debt,non-optimal_design
reef,02c0ad592f4f4a5f603c2689880f4859c1794b88,"[REEF-80] ID mismatch bug in YarnContainerManager#appendByDeleteAndCreate
This synchronizes writing to evaluator log and re-throws an exception if
the write fails, instead of swallowing it.
JIRA:
  [REEF-80] https://issues.apache.org/jira/browse/REEF-80
Pull Request:
  Closes #44",code_debt,low_quality_code
avro,2fd8d25b142048ed159731b7e110aa9c3edba843,"AVRO-1238. C: EOF detection in avro_file_reader_read_value
This function now returns the builtin `EOF` constant when end-of-file is
detected.  `0` still indicates a successful read, and other results indicate
errors.
Contributed by Michael Cooper.",non_debt,-
storm,88e70a81d6e2715059276431d9dd19ec5763786a,Local file system based code distributor initial implementation.,design_debt,non-optimal_design
calcite,bd52b782e1ff4760c18997b803751b4e4c36c321,Upgrade Optiq,non_debt,-
storm,73595921a26445f53fb90037b974a31eea78065f,"Merge branch 'metrics-register' of https://github.com/revans2/incubator-storm
STORM-235: Registering a null metric should blow up early",non_debt,-
druid,1037a48a8e077270043f818f394814f45b00e7eb,[maven-release-plugin] prepare for next development iteration,non_debt,-
ambari,999daefe0f09b92f42e50ff12f66dd95a112a003,AMBARI-22017 stack advisor recommends all components on single host for HDP-2.6 Ambari trunk build (dsen),non_debt,-
